Archy;[[0,0],[3,7],[99,100]]
Arel;[[4,5],[7,8],[11,16],[20,22],[26,27],[28,30]]
Ari;[[2,4]]
Arie;[[4,8],[11,12],[13,17],[20,22]]
Ariel;[[1,6],[9,14],[18,21],[25,30],[34,38],[40,41],[44,48]]
Aristotle;[[5,5],[8,12],[13,18],[19,23],[27,30]]
Arlo;[[1,6],[9,14]]
Armand;[[1,1],[8,12]]
Armando;[[1],[9],[13],[19]]
Armond;[[9,12],[2,6],[99,100],[26,29]]
Armstrong;[[1,3],[5,10],[12,16],[17,18],[21,23]]
Arne;[[1,2],[7,10]]
Arnie;[[6,7],[10,12],[14,15]]
Arnold;[[5,6],[11,12],[15,18],[21,22],[37],[24,29],[30,35],[39,42],[100]]
Arnoldo;[[5,10],[12,16],[21,25],[29,31],[35,37],[39,42],[46,48],[53,56],[57,62],[64,68]]
Aron;[[4,5],[7,8],[10,15],[18,19],[23,26],[30,32],[34,38]]
Arron;[[3,4],[8,11],[16,18],[21,26]]
Art;[[0,0],[3,7],[99,100]]
Arther;[[4,5],[7,8],[11,16],[20,22],[26,27],[28,30]]
Arthur;[[2,4]]
Artie;[[4,8],[11,12],[13,17],[20,22]]
Artur;[[1,6],[9,14],[18,21],[25,30],[34,38],[40,41],[44,48]]
Arturo;[[5,5],[8,12],[13,18],[19,23],[27,30]]
Arvie;[[1,6],[9,14]]
Arvin;[[1,1],[8,12]]
Arvind;[[1],[9],[13],[19]]
Arvy;[[9,12],[2,6],[99,100],[26,29]]
Ash;[[1,3],[5,10],[12,16],[17,18],[21,23]]
Ashby;[[1,2],[7,10]]
Ashish;[[6,7],[10,12],[14,15]]
Ashley;[[5,6],[11,12],[15,18],[21,22],[37],[24,29],[30,35],[39,42],[100]]
Ashton;[[5,10],[12,16],[21,25],[29,31],[35,37],[39,42],[46,48],[53,56],[57,62],[64,68]]
Aub;[[4,5],[7,8],[10,15],[18,19],[23,26],[30,32],[34,38]]
Aube;[[3,4],[8,11],[16,18],[21,26]]
Aubert;[[0,0],[3,7],[99,100]]
Aubrey;[[4,5],[7,8],[11,16],[20,22],[26,27],[28,30]]
Augie;[[2,4]]
August;[[4,8],[11,12],[13,17],[20,22]]
Augustin;[[1,6],[9,14],[18,21],[25,30],[34,38],[40,41],[44,48]]
Augustine;[[5,5],[8,12],[13,18],[19,23],[27,30]]
Augusto;[[1,6],[9,14]]
Augustus;[[1,1],[8,12]]
Austen;[[1],[9],[13],[19]]
Austin;[[9,12],[2,6],[99,100],[26,29]]
Ave;[[1,3],[5,10],[12,16],[17,18],[21,23]]
Averell;[[1,2],[7,10]]
Averil;[[6,7],[10,12],[14,15]]
Averill;[[5,6],[11,12],[15,18],[21,22],[37],[24,29],[30,35],[39,42],[100]]
Avery;[[5,10],[12,16],[21,25],[29,31],[35,37],[39,42],[46,48],[53,56],[57,62],[64,68]]
Avi;[[4,5],[7,8],[10,15],[18,19],[23,26],[30,32],[34,38]]
Avraham;[[3,4],[8,11],[16,18],[21,26]]
Avram;[[0,0],[3,7],[99,100]]
Avrom;[[4,5],[7,8],[11,16],[20,22],[26,27],[28,30]]
Axel;[[2,4]]
Aylmer;[[4,8],[11,12],[13,17],[20,22]]
Aziz;[[1,6],[9,14],[18,21],[25,30],[34,38],[40,41],[44,48]]
Bailey;[[5,5],[8,12],[13,18],[19,23],[27,30]]
Bailie;[[1,6],[9,14]]
Baillie;[[1,1],[8,12]]
Baily;[[1],[9],[13],[19]]
Baird;[[9,12],[2,6],[99,100],[26,29]]
Baldwin;[[1,3],[5,10],[12,16],[17,18],[21,23]]
Bancroft;[[1,2],[7,10]]
Barbabas;[[6,7],[10,12],[14,15]]
Barclay;[[5,6],[11,12],[15,18],[21,22],[37],[24,29],[30,35],[39,42],[100]]
Bard;[[5,10],[12,16],[21,25],[29,31],[35,37],[39,42],[46,48],[53,56],[57,62],[64,68]]
Barde;[[4,5],[7,8],[10,15],[18,19],[23,26],[30,32],[34,38]]
Barn;[[3,4],[8,11],[16,18],[21,26]]
Barnabas;[[0,0],[3,7],[99,100]]
Barnabe;[[4,5],[7,8],[11,16],[20,22],[26,27],[28,30]]
Barnaby;[[2,4]]
Barnard;[[4,8],[11,12],[13,17],[20,22]]
Barnebas;[[1,6],[9,14],[18,21],[25,30],[34,38],[40,41],[44,48]]
Barnett;[[5,5],[8,12],[13,18],[19,23],[27,30]]
Barney;[[1,6],[9,14]]
Barnie;[[1,1],[8,12]]
Barny;[[1],[9],[13],[19]]
Baron;[[9,12],[2,6],[99,100],[26,29]]
Barr;[[1,3],[5,10],[12,16],[17,18],[21,23]]
Barret;[[1,2],[7,10]]
Barrett;[[6,7],[10,12],[14,15]]
Barri;[[5,6],[11,12],[15,18],[21,22],[37],[24,29],[30,35],[39,42],[100]]
Barrie;[[5,10],[12,16],[21,25],[29,31],[35,37],[39,42],[46,48],[53,56],[57,62],[64,68]]
Barris;[[4,5],[7,8],[10,15],[18,19],[23,26],[30,32],[34,38]]
Barron;[[3,4],[8,11],[16,18],[21,26]]
Barry;[[0,0],[3,7],[99,100]]
Bart;[[4,5],[7,8],[11,16],[20,22],[26,27],[28,30]]
Bartel;[[2,4]]
Barth;[[4,8],[11,12],[13,17],[20,22]]
Barthel;[[1,6],[9,14],[18,21],[25,30],[34,38],[40,41],[44,48]]
Bartholemy;[[5,5],[8,12],[13,18],[19,23],[27,30]]
Bartholomeo;[[1,6],[9,14]]
Bartholomeus;[[1,1],[8,12]]
Bartholomew;[[1],[9],[13],[19]]
Bartie;[[9,12],[2,6],[99,100],[26,29]]
Bartlet;[[1,3],[5,10],[12,16],[17,18],[21,23]]
Bartlett;[[1,2],[7,10]]
Bartolemo;[[6,7],[10,12],[14,15]]
Bartolomei;[[5,6],[11,12],[15,18],[21,22],[37],[24,29],[30,35],[39,42],[100]]
Bartolomeo;[[5,10],[12,16],[21,25],[29,31],[35,37],[39,42],[46,48],[53,56],[57,62],[64,68]]
Barton;[[4,5],[7,8],[10,15],[18,19],[23,26],[30,32],[34,38]]
Barty;[[3,4],[8,11],[16,18],[21,26]]
Bary;[[0,0],[3,7],[99,100]]
Basil;[[4,5],[7,8],[11,16],[20,22],[26,27],[28,30]]
Batholomew;[[2,4]]
Baxter;[[4,8],[11,12],[13,17],[20,22]]
Bay;[[1,6],[9,14],[18,21],[25,30],[34,38],[40,41],[44,48]]
Bayard;[[5,5],[8,12],[13,18],[19,23],[27,30]]
Beale;[[1,6],[9,14]]
Bealle;[[1,1],[8,12]]
Bear;[[1],[9],[13],[19]]
Bearnard;[[9,12],[2,6],[99,100],[26,29]]
Beau;[[1,3],[5,10],[12,16],[17,18],[21,23]]
Beaufort;[[1,2],[7,10]]
Beauregard;[[6,7],[10,12],[14,15]]
