Lynn;[[0,100]]
Mac;[[0,4],[8,11],[15,17],[18,24]]
Mace;[[3,5],[15,20]]
Mack;[[5,9],[11,15]]
Mackenzie;[[4,15]]
Maddie;[[3,8],[9,15]]
Maddy;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Madison;[[2,7],[10,11],[15,17]]
Magnum;[[4,7]]
Magnus;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Mahesh;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Mahmoud;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Mahmud;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Maison;[[4,9],[10,15],[20,23]]
Major;[[1,2],[7,8],[10,12]]
Malcolm;[[1,2]]
Manfred;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Manish;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Manny;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Manuel;[[0],[1],[2],[3],[4],[5],[6],[7]]
Marc;[[0,100]]
Marcel;[[0,4],[8,11],[15,17],[18,24]]
Marcello;[[3,5],[15,20]]
Marcellus;[[5,9],[11,15]]
Marcelo;[[4,15]]
Marchall;[[3,8],[9,15]]
Marcio;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Marco;[[2,7],[10,11],[15,17]]
Marcos;[[4,7]]
Marcus;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Marietta;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Marilu;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Mario;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Marion;[[4,9],[10,15],[20,23]]
Marius;[[1,2],[7,8],[10,12]]
Mark;[[1,2]]
Marko;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Markos;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Markus;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Marlin;[[0],[1],[2],[3],[4],[5],[6],[7]]
Marlo;[[0,100]]
Marlon;[[0,4],[8,11],[15,17],[18,24]]
Marlow;[[3,5],[15,20]]
Marlowe;[[5,9],[11,15]]
Marmaduke;[[4,15]]
Marsh;[[3,8],[9,15]]
Marshal;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Marshall;[[2,7],[10,11],[15,17]]
Mart;[[4,7]]
Martainn;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Marten;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Martie;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Martin;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Martino;[[4,9],[10,15],[20,23]]
Marty;[[1,2],[7,8],[10,12]]
Martyn;[[1,2]]
Marv;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Marve;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Marven;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Marvin;[[0],[1],[2],[3],[4],[5],[6],[7]]
Marwin;[[0,100]]
Mason;[[0,4],[8,11],[15,17],[18,24]]
Mateo;[[3,5],[15,20]]
Mathew;[[5,9],[11,15]]
Mathias;[[4,15]]
Matias;[[3,8],[9,15]]
Matt;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Matteo;[[2,7],[10,11],[15,17]]
Matthaeus;[[4,7]]
Mattheus;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Matthew;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Matthias;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Matthieu;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Matthiew;[[4,9],[10,15],[20,23]]
Matthus;[[1,2],[7,8],[10,12]]
Mattias;[[1,2]]
Mattie;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Matty;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Maurice;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Mauricio;[[0],[1],[2],[3],[4],[5],[6],[7]]
Maurie;[[0,100]]
Maurise;[[0,4],[8,11],[15,17],[18,24]]
Maurits;[[3,5],[15,20]]
Mauritz;[[5,9],[11,15]]
Maury;[[4,15]]
Max;[[3,8],[9,15]]
Maxfield;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Maxie;[[2,7],[10,11],[15,17]]
Maxim;[[4,7]]
Maximilian;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Maximilien;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Maxwell;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Mayer;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Maynard;[[4,9],[10,15],[20,23]]
Maynord;[[1,2],[7,8],[10,12]]
Mayor;[[1,2]]
Mead;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Meade;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Meier;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Meir;[[0],[1],[2],[3],[4],[5],[6],[7]]
Mel;[[0,100]]
Melvin;[[0,4],[8,11],[15,17],[18,24]]
Melvyn;[[3,5],[15,20]]
Menard;[[5,9],[11,15]]
Mendel;[[4,15]]
Mendie;[[3,8],[9,15]]
Meredeth;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Meredith;[[2,7],[10,11],[15,17]]
Merell;[[4,7]]
Merill;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Merle;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Merlin;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Merrel;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Merrick;[[4,9],[10,15],[20,23]]
Merril;[[1,2],[7,8],[10,12]]
Merrill;[[1,2]]
Merry;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Merv;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Mervin;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Merwin;[[0],[1],[2],[3],[4],[5],[6],[7]]
Meryl;[[0,100]]
Meyer;[[0,4],[8,11],[15,17],[18,24]]
Mic;[[3,5],[15,20]]
Micah;[[5,9],[11,15]]
Michael;[[4,15]]
Michail;[[3,8],[9,15]]
Michal;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Michale;[[2,7],[10,11],[15,17]]
Micheal;[[4,7]]
Micheil;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Michel;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Michele;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Mick;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Mickey;[[4,9],[10,15],[20,23]]
Mickie;[[1,2],[7,8],[10,12]]
Micky;[[1,2]]
Miguel;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Mika;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Mikael;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Mike;[[0],[1],[2],[3],[4],[5],[6],[7]]
Mikel;[[0,100]]
Mikey;[[0,4],[8,11],[15,17],[18,24]]
Mikhail;[[3,5],[15,20]]
Miles;[[5,9],[11,15]]
Millicent;[[4,15]]
Milo;[[3,8],[9,15]]
Milt;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Milton;[[2,7],[10,11],[15,17]]
Mischa;[[4,7]]
Mitch;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Mitchael;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Mitchel;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Mitchell;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Moe;[[4,9],[10,15],[20,23]]
Mohamad;[[1,2],[7,8],[10,12]]
Mohamed;[[1,2]]
Mohammad;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Mohammed;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Mohan;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Moise;[[0],[1],[2],[3],[4],[5],[6],[7]]
Moises;[[0,100]]
Moishe;[[0,4],[8,11],[15,17],[18,24]]
Monroe;[[3,5],[15,20]]
Montague;[[5,9],[11,15]]
Monte;[[4,15]]
Montgomery;[[3,8],[9,15]]
Monty;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Moore;[[2,7],[10,11],[15,17]]
Mordecai;[[4,7]]
Morgan;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Morlee;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Morley;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Morly;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Morrie;[[4,9],[10,15],[20,23]]
Morris;[[1,2],[7,8],[10,12]]
Morry;[[1,2]]
Morse;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Mort;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Morten;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Mortie;[[0],[1],[2],[3],[4],[5],[6],[7]]
Mortimer;[[0,100]]
Morton;[[0,4],[8,11],[15,17],[18,24]]
Morty;[[3,5],[15,20]]
Mose;[[5,9],[11,15]]
Moses;[[4,15]]
Moshe;[[3,8],[9,15]]
Moss;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Muffin;[[2,7],[10,11],[15,17]]
Mugsy;[[4,7]]
Muhammad;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Munmro;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Munroe;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Murdoch;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Murdock;[[4,9],[10,15],[20,23]]
Murphy;[[1,2],[7,8],[10,12]]
Murray;[[1,2]]
Mustafa;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Myke;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Myles;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Mylo;[[0],[1],[2],[3],[4],[5],[6],[7]]
Myron;[[0,100]]
Nahum;[[0,4],[8,11],[15,17],[18,24]]
Napoleon;[[3,5],[15,20]]
Nat;[[5,9],[11,15]]
Natale;[[4,15]]
Nate;[[3,8],[9,15]]
Nathan;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Nathanael;[[2,7],[10,11],[15,17]]
Nathanial;[[4,7]]
Nathaniel;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Nathanil;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Neal;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Neale;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Neall;[[4,9],[10,15],[20,23]]
Nealon;[[1,2],[7,8],[10,12]]
Nealson;[[1,2]]
Nealy;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Ned;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Neddie;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Neddy;[[0],[1],[2],[3],[4],[5],[6],[7]]
Neel;[[0,100]]
Neil;[[0,4],[8,11],[15,17],[18,24]]
Nels;[[3,5],[15,20]]
Nelsen;[[5,9],[11,15]]
Nelson;[[4,15]]
Nero;[[3,8],[9,15]]
Neron;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Nester;[[2,7],[10,11],[15,17]]
Nestor;[[4,7]]
Nev;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Nevil;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Nevile;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Neville;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Nevin;[[4,9],[10,15],[20,23]]
Nevins;[[1,2],[7,8],[10,12]]
Newton;[[1,2]]
Niall;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Niccolo;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Nicholas;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Nichole;[[0],[1],[2],[3],[4],[5],[6],[7]]
Nichols;[[0,100]]
Nick;[[0,4],[8,11],[15,17],[18,24]]
Nickey;[[3,5],[15,20]]
Nickie;[[5,9],[11,15]]
Nickolas;[[4,15]]
Nicky;[[3,8],[9,15]]
Nico;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Nicolas;[[2,7],[10,11],[15,17]]
Niels;[[4,7]]
Nigel;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Niki;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Nikita;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Nikki;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Nikolai;[[4,9],[10,15],[20,23]]
Nikos;[[1,2],[7,8],[10,12]]
Niles;[[1,2]]
Nils;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Nilson;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Niven;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Noach;[[0],[1],[2],[3],[4],[5],[6],[7]]
Noah;[[0,100]]
Noam;[[0,4],[8,11],[15,17],[18,24]]
Noble;[[3,5],[15,20]]
Noe;[[5,9],[11,15]]
Noel;[[4,15]]
Nolan;[[3,8],[9,15]]
Noland;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Norbert;[[2,7],[10,11],[15,17]]
Norm;[[4,7]]
Norman;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Normand;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Normie;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Norris;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Northrop;[[4,9],[10,15],[20,23]]
Northrup;[[1,2],[7,8],[10,12]]
Norton;[[1,2]]
Norwood;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Nunzio;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Obadiah;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Obadias;[[0],[1],[2],[3],[4],[5],[6],[7]]
Oberon;[[0,100]]
Obie;[[0,4],[8,11],[15,17],[18,24]]
Octavius;[[3,5],[15,20]]
Odell;[[5,9],[11,15]]
Odie;[[4,15]]
Odin;[[3,8],[9,15]]
Odysseus;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Olaf;[[2,7],[10,11],[15,17]]
Olag;[[4,7]]
Ole;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Oleg;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Olin;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Oliver;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Olivier;[[4,9],[10,15],[20,23]]
Olle;[[1,2],[7,8],[10,12]]
Ollie;[[1,2]]
Omar;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Oral;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Oran;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Orazio;[[0],[1],[2],[3],[4],[5],[6],[7]]
Orbadiah;[[0,100]]
Oren;[[0,4],[8,11],[15,17],[18,24]]
Orin;[[3,5],[15,20]]
Orion;[[5,9],[11,15]]
Orlando;[[4,15]]
Orren;[[3,8],[9,15]]
Orrin;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Orson;[[2,7],[10,11],[15,17]]
Orton;[[4,7]]
Orville;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Osbert;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Osborn;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Osborne;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Osbourn;[[4,9],[10,15],[20,23]]
Osbourne;[[1,2],[7,8],[10,12]]
Oscar;[[1,2]]
Osgood;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Osmond;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Osmund;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Ossie;[[0],[1],[2],[3],[4],[5],[6],[7]]
Oswald;[[0,100]]
Oswell;[[0,4],[8,11],[15,17],[18,24]]
Otes;[[3,5],[15,20]]
Othello;[[5,9],[11,15]]
Otho;[[4,15]]
Otis;[[3,8],[9,15]]
Otto;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Owen;[[2,7],[10,11],[15,17]]
Ozzie;[[4,7]]
Ozzy;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Pablo;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Pace;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Paco;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Paddie;[[4,9],[10,15],[20,23]]
Paddy;[[1,2],[7,8],[10,12]]
Padraig;[[1,2]]
Page;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Paige;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Pail;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Palmer;[[0],[1],[2],[3],[4],[5],[6],[7]]
Paolo;[[0,100]]
Park;[[0,4],[8,11],[15,17],[18,24]]
Parke;[[3,5],[15,20]]
Parker;[[5,9],[11,15]]
Parnell;[[4,15]]
Parrnell;[[3,8],[9,15]]
Parry;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Parsifal;[[2,7],[10,11],[15,17]]
Partha;[[4,7]]
Pascal;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Pascale;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Pasquale;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Pat;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Pate;[[4,9],[10,15],[20,23]]
Patel;[[1,2],[7,8],[10,12]]
Paten;[[1,2]]
Patin;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Paton;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Patric;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Patrice;[[0],[1],[2],[3],[4],[5],[6],[7]]
Patricio;[[0,100]]
Patrick;[[0,4],[8,11],[15,17],[18,24]]
Patrik;[[3,5],[15,20]]
Patsy;[[5,9],[11,15]]
Pattie;[[4,15]]
Patty;[[3,8],[9,15]]
Paul;[[2,7],[9,13],[14,15],[17,22],[23,25],[26,27],[29,31],[36,38],[40,45],[49,54],[99]]
Paulo;[[2,7],[10,11],[15,17]]
Pavel;[[4,7]]
Pearce;[[1,3],[6,9],[11,14],[15,20],[25,29],[31,33],[38,41]]
Pedro;[[5,10],[11,12],[16,19],[24,27],[28,33],[35,39],[44,47]]
Peirce;[[4,8],[9,10],[14,15],[19,21],[24,29],[30,31],[34,37]]
Pembroke;[[3,7],[11,13],[14,15],[18,21],[25,28],[29,33],[34,38]]
Pen;[[4,9],[10,15],[20,23]]
Penn;[[1,2],[7,8],[10,12]]
Pennie;[[1,2]]
Penny;[[1,2],[7,8],[10,12],[99,99],[100,100]]
Penrod;[[1],[3],[6,6],[7,8],[10,12],[99,99],[100,100]]
Pepe;[[1,1],[3],[6,6],[7,8],[10,12],[99,99],[100]]
Pepillo;[[0],[1],[2],[3],[4],[5],[6],[7]]
Pepito;[[0,100]]
Perceval;[[0,4],[8,11],[15,17],[18,24]]
Percival;[[3,5],[15,20]]
Percy;[[5,9],[11,15]]
Perry;[[4,15]]
Pete;[[3,8],[9,15]]
